gid	pegs	rnas	scientific_name	complete	prokaryotic	dna_size	contigs	domain	genetic_code	gc_content	phenotype	g_source_id	taxonomy
kb|g.8466	4	0	Broad bean mottle virus	1	0	8250	3	Viruses	11	43.1878787878788		12301	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Bromovirus : Broad bean mottle virus
kb|g.8467	4	1	Brome mosaic virus	1	0	8216	3	Viruses	11	46.4946445959104		12302	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Bromovirus : Brome mosaic virus
kb|g.8468	5	0	Cucumber mosaic virus	1	0	8623	3	Viruses	11	46.4455525919054		12305	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Cucumovirus : Cucumber mosaic virus
kb|g.8469	5	0	Peanut stunt virus	1	0	8492	3	Viruses	11	46.5261422515308		12313	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Cucumovirus : Peanut stunt virus
kb|g.847	3282	48	Sphingopyxis alaskensis RB2256	1	1	3373713	2	Bacteria	11	65.4581169174734		317655.17	Bacteria : Proteobacteria : Alphaproteobacteria : Sphingomonadales : Sphingomonadaceae : Sphingopyxis : Sphingopyxis alaskensis RB2256
kb|g.8470	4	0	Apple mosaic virus	1	0	8511	3	Viruses	11	44.7538479614616		12319	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Ilarvirus : Apple mosaic virus
kb|g.8472	7	0	Rice stripe virus	1	0	17145	4	Viruses	11	38.7868183143774		12331	Viruses : ssRNA negative-strand viruses : Tenuivirus : Rice stripe virus
kb|g.8473	198	0	Clostridium phage c-st	1	0	185683	1	Viruses	11	26.2840432349757		12336	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Myoviridae : Clostridium phage c-st
kb|g.8474	35	1	Bacillus phage GA-1	1	0	21129	1	Viruses	11	34.65379336457		12345	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Podoviridae : Picovirinae : Phi29-like viruses : Bacillus phage GA-1
kb|g.8475	78	0	Enterobacteria phage T1	1	0	48836	1	Viruses	11	45.5524612990417		12355	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : T1-like viruses : Enterobacteria phage T1
kb|g.8476	53	0	Staphylococcus phage 11	1	0	43604	1	Viruses	11	34.4968351527383		12360	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Staphylococcus phage 11
kb|g.8477	6	0	Tomato yellow leaf curl Sardinia virus	1	0	2773	1	Viruses	11	40.6779661016949		123735	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Tomato yellow leaf curl Sardinia virus
kb|g.8478	42	0	Pseudomonas phage PsP3	1	0	30636	1		11	52.8267397832615		12407	
kb|g.8479	63	0	Lactobacillus phage phiadh	1	0	43785	1	Viruses	11	35.5715427657874		12417	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Lactobacillus phage phiadh
kb|g.848	3015	99	Sphingopyxis alaskensis RB2256	1	1	3345170	1	Bacteria	11	65.5015440171949		317655.9	Bacteria : Proteobacteria : Alphaproteobacteria : Sphingomonadales : Sphingomonadaceae : Sphingopyxis : Sphingopyxis alaskensis RB2256
kb|g.8480	6	0	Garlic virus A	1	0	8660	1	Viruses	11	49.1454965357968		12433	Viruses : ssRNA positive-strand viruses, no DNA stage : Tymovirales : Alphaflexiviridae : Allexivirus : Garlic virus A
kb|g.8481	1	0	Saccharomyces cerevisiae killer virus M1	1	0	1801	1	Viruses	11	42.0877290394225		12450	Viruses : dsRNA viruses : Saccharomyces cerevisiae killer virus M1
kb|g.8482	3	0	Raspberry bushy dwarf virus	1	0	7680	2	Viruses	11	42.9427083333333		12451	Viruses : ssRNA positive-strand viruses, no DNA stage : Idaeovirus : Raspberry bushy dwarf virus
kb|g.8483	2	0	Barley yellow mosaic virus	1	0	11219	2	Viruses	11	46.2786344593992		12465	Viruses : ssRNA positive-strand viruses, no DNA stage : Potyviridae : Bymovirus : Barley yellow mosaic virus
kb|g.8484	2	0	Barley mild mosaic virus	1	0	10786	2	Viruses	11	48.9801594659744		12466	Viruses : ssRNA positive-strand viruses, no DNA stage : Potyviridae : Bymovirus : Barley mild mosaic virus
kb|g.8485	9	0	Oenococcus oeni	1	1	10418	3	Bacteria	11	35.4866577078134		1247	Bacteria : Firmicutes : Lactobacillales : Oenococcus : Oenococcus oeni
kb|g.8486	5	0	Lucerne transient streak virus	1	0	4275	1	Viruses	11	48.9590643274854		12470	Viruses : ssRNA positive-strand viruses, no DNA stage : Sobemovirus : Lucerne transient streak virus
kb|g.8487	4	0	Subterranean clover mottle virus	1	0	4258	1	Viruses	11	48.0976984499765		12472	Viruses : ssRNA positive-strand viruses, no DNA stage : Sobemovirus : Subterranean clover mottle virus
kb|g.8488	2	0	Hepatitis delta virus	1	0	1682	1	Viruses	11	58.7990487514863		12475	Viruses : Deltavirus : Hepatitis delta virus
kb|g.8489	3	0	Dobrava-Belgrade virus	1	0	11840	3	Viruses	11	39.2314189189189		12506	Viruses : ssRNA negative-strand viruses : Bunyaviridae : Hantavirus : Dobrava-Belgrade virus
kb|g.849	3963	118	Shewanella denitrificans OS217	1	1	4545906	1	Bacteria	11	45.1491737840598		318161.16	Bacteria : Proteobacteria : Gammaproteobacteria : Alteromonadales : Shewanellaceae : Shewanella : Shewanella denitrificans OS217
kb|g.8490	4	0	Junonia coenia densovirus	1	0	5908	1	Viruses	11	37.0345294515911		12524	Viruses : ssDNA viruses : Parvoviridae : Densovirinae : Densovirus : Junonia coenia densovirus
kb|g.8491	5	5	Mokola virus	1	0	11940	1	Viruses	11	44.4221105527638		12538	Viruses : ssRNA negative-strand viruses : Mononegavirales : Rhabdoviridae : Lyssavirus : Mokola virus
kb|g.8492	1	0	Omsk hemorrhagic fever virus	1	0	10787	1	Viruses	11	53.6386391026235		12542	Viruses : ssRNA positive-strand viruses, no DNA stage : Flaviviridae : Flavivirus : tick-borne encephalitis virus group : Omsk hemorrhagic fever virus
kb|g.8493	33	0	Pediococcus pentosaceus	1	1	29668	2	Bacteria	11	34.3737360118646		1255	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Pediococcus : Pediococcus pentosaceus
kb|g.8494	4	0	Chicken anemia virus	1	0	2319	1	Viruses	11	56.4467442863303		12618	Viruses : ssDNA viruses : Circoviridae : Gyrovirus : Chicken anemia virus
kb|g.8495	6	0	Cowpea mottle virus	1	0	4029	1	Viruses	11	51.3526929759245		12627	Viruses : ssRNA positive-strand viruses, no DNA stage : Tombusviridae : Carmovirus : Cowpea mottle virus
kb|g.8496	7	0	Duck hepatitis B virus	1	0	3027	1	Viruses	11	43.2771721176082		12639	Viruses : Retro-transcribing viruses : Hepadnaviridae : Avihepadnavirus : Duck hepatitis B virus
kb|g.8497	173	0	Ectromelia virus	1	0	209771	1	Viruses	11	33.1833284867784		12643	Viruses : dsDNA viruses, no RNA stage : Poxviridae : Chordopoxvirinae : Orthopoxvirus : Ectromelia virus
kb|g.8498	1	0	Ruminococcus flavefaciens	1	1	1768	1	Bacteria	11	43.6651583710407		1265	Bacteria : Firmicutes : Clostridia : Clostridiales : Ruminococcaceae : Ruminococcus : Ruminococcus flavefaciens
kb|g.8499	79	0	Equid herpesvirus 2	1	0	184427	1	Viruses	11	57.495919794824		12657	Viruses : dsDNA viruses, no RNA stage : Herpesvirales : Herpesviridae : Gammaherpesvirinae : Percavirus : Equid herpesvirus 2
kb|g.85	1892	92	Lactobacillus salivarius GJ-24	1	1	1995968	11	Bacteria	11	33.0159100747106		1041521.3	Bacteria : Firmicutes : Lactobacillales : Lactobacillaceae : Lactobacillus : Lactobacillus salivarius GJ-24
kb|g.850	4210	124	Shewanella frigidimarina NCIMB 400	1	1	4845257	1	Bacteria	11	41.5840687088425		318167.14	Bacteria : Proteobacteria : Gammaproteobacteria : Alteromonadales : Shewanellaceae : Shewanella : Shewanella frigidimarina NCIMB 400
kb|g.8501	1	0	Micrococcus luteus	1	1	2331	1	Bacteria	11	62.3337623337623		1270	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Micrococcaceae : Micrococcus : Micrococcus luteus
kb|g.8502	2	0	Human astrovirus	1	0	6813	1	Viruses	11	44.840745633348		12702	Viruses : ssRNA positive-strand viruses, no DNA stage : Astroviridae : Mamastrovirus : Human astrovirus
kb|g.8503	10	6	Human parainfluenza virus 1	1	0	15600	1	Viruses	11	37.2435897435897		12730	Viruses : ssRNA negative-strand viruses : Mononegavirales : Paramyxoviridae : Paramyxovirinae : Respirovirus : Human parainfluenza virus 1
kb|g.8504	1	0	Infectious flacherie virus	1	0	9650	1	Viruses	11	42.8497409326425		12742	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Iflaviridae : Iflavirus : Infectious flacherie virus
kb|g.8505	10	0	Vibrio phage VfO3K6	1	0	8784	1	Viruses	11	45.1616575591985		127507	Viruses : ssDNA viruses : Inoviridae : Inovirus : unclassified Inovirus : Vibrio phage VfO3K6
kb|g.8506	8	0	Vibrio phage VfO4K68	1	0	6891	1	Viruses	11	47.2355245973008		127508	Viruses : ssDNA viruses : Inoviridae : Inovirus : unclassified Inovirus : Vibrio phage VfO4K68
kb|g.8507	7	0	Vibrio phage Vf12	1	0	7965	1	Viruses	11	45.6748273697426		127511	Viruses : ssDNA viruses : Inoviridae : Inovirus : Vibrio phage Vf12
kb|g.8508	574	0	Staphylococcus aureus	1	1	1611333	81	Bacteria	11	29.8321327745413		1280	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus aureus
kb|g.8509	2	0	Raspberry ringspot virus	1	0	11849	2	Viruses	11	47.4301628829437		12809	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Secoviridae : Comovirinae : Nepovirus : Subgroup A : Raspberry ringspot virus
kb|g.851	5096	62	Paracoccus denitrificans PD1222	1	1	5236194	3	Bacteria	11	66.7993011718053		318586.5	Bacteria : Proteobacteria : Alphaproteobacteria : Rhodobacterales : Rhodobacteraceae : Paracoccus : Paracoccus denitrificans PD1222
kb|g.8510	10	13	Respiratory syncytial virus	1	0	15191	1	Viruses	11	33.2038707129221		12814	Viruses : ssRNA negative-strand viruses : Mononegavirales : Paramyxoviridae : Pneumovirinae : Pneumovirus : unclassified Pneumovirus : Respiratory syncytial virus
kb|g.8511	1	0	Sweet potato feathery mottle virus	1	0	10820	1	Viruses	11	42.1441774491682		12844	Viruses : ssRNA positive-strand viruses, no DNA stage : Potyviridae : Potyvirus : Sweet potato feathery mottle virus
kb|g.8512	79	0	Staphylococcus simulans bv. staphylolyticus	1	1	87376	3	Bacteria	11	31.5681651712141		1287	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus simulans bv. staphylolyticus
kb|g.8513	3	0	Tobacco necrosis satellite virus	1	0	2297	2	Viruses	11	46.6695690030475		12881	Viruses : Satellites : Satellite Viruses : Tobacco necrosis satellite virus
kb|g.8514	5	0	Tomato curly stunt virus	1	0	2766	1	Viruses	11	44.2516268980477		128941	Viruses : ssDNA viruses : Geminiviridae : Begomovirus : Tomato curly stunt virus
kb|g.8515	12	0	Grass carp reovirus	1	0	23695	11	Viruses	11	55.3407891960329		128987	Viruses : dsRNA viruses : Reoviridae : Spinareovirinae : Aquareovirus : Grass carp reovirus
kb|g.8516	65	0	Staphylococcus prophage phiPV83	1	0	45636	1	Viruses	11	33.4757647471295		129009	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Siphoviridae : Staphylococcus prophage phiPV83
kb|g.8517	7	0	Cherry necrotic rusty mottle virus	1	0	8432	1	Viruses	11	40.8206831119545		129143	Viruses : ssRNA positive-strand viruses, no DNA stage : Tymovirales : Betaflexiviridae : unassigned Betaflexiviridae : Cherry necrotic rusty mottle virus
kb|g.8518	46	0	Staphylococcus warneri	1	1	42299	4	Bacteria	11	29.0739733799853		1292	Bacteria : Firmicutes : Bacillales : Staphylococcus : Staphylococcus warneri
kb|g.8519	131	0	Bovine papular stomatitis virus	1	0	134431	1	Viruses	11	64.4955404631372		129727	Viruses : dsDNA viruses, no RNA stage : Poxviridae : Chordopoxvirinae : Parapoxvirus : Bovine papular stomatitis virus
kb|g.852	4170	126	Shewanella putrefaciens CN-32	1	1	4659220	1	Bacteria	11	44.4516249500989		319224.16	Bacteria : Proteobacteria : Gammaproteobacteria : Alteromonadales : Shewanellaceae : Shewanella : Shewanella putrefaciens CN-32
kb|g.8520	29	2	Human adenovirus A	1	0	34125	1	Viruses	11	46.5230769230769		129875	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Human adenovirus A
kb|g.8521	28	3	Bovine adenovirus B	1	0	34446	1	Viruses	11	54.046914010335		129950	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Bovine adenovirus B
kb|g.8522	33	10	Human adenovirus C	1	0	35937	1	Viruses	11	55.2021593343907		129951	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Human adenovirus C
kb|g.8523	29	0	Bovine adenovirus A	1	0	34185	1	Viruses	11	48.831358783092		129953	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Bovine adenovirus A
kb|g.8524	26	2	Murine adenovirus A	1	0	30944	1	Viruses	11	47.7766287487073		129956	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Murine adenovirus A
kb|g.8525	37	39	Human adenovirus E	1	0	35994	1	Viruses	11	57.6707228982608		130308	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Human adenovirus E
kb|g.8526	34	27	Human adenovirus F	1	0	34214	1	Viruses	11	51.2217221020635		130309	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Human adenovirus F
kb|g.8527	30	0	Human adenovirus D	1	0	35100	1	Viruses	11	56.5754985754986		130310	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Mastadenovirus : Human adenovirus D
kb|g.8528	29	1	Duck adenovirus A	1	0	33213	1	Viruses	11	43.0072561948635		130328	Viruses : dsDNA viruses, no RNA stage : Adenoviridae : Atadenovirus : Duck adenovirus A
kb|g.8529	6	0	Streptococcus suis	1	1	4975	1	Bacteria	11	36.8643216080402		1307	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus suis
kb|g.853	2214	54	Chlorobium luteolum DSM 273	1	1	2364842	1	Bacteria	11	57.3300457282136		319225.5	Bacteria : Chlorobi : Chlorobia : Chlorobiales : Chlorobiaceae : Chlorobium/Pelodictyon group : Pelodictyon : Chlorobium luteolum DSM 273
kb|g.8530	11	0	Influenza A virus (A/Hong Kong/1073/99(H9N2))	1	0	13498	8	Viruses	11	44.0435620091865		130760	Viruses : ssRNA negative-strand viruses : Orthomyxoviridae : Influenzavirus A : Influenza A virus (A/Hong Kong/1073/99(H9N2))
kb|g.8531	46	1	Streptococcus thermophilus	1	1	49815	10	Bacteria	11	36.645588678109		1308	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus thermophilus
kb|g.8532	9	0	Streptococcus mutans	1	1	11298	2	Bacteria	11	32.7137546468402		1309	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus mutans
kb|g.8533	5	0	Beet chlorosis virus	1	0	5776	1	Viruses	11	46.7970914127424		131082	Viruses : ssRNA positive-strand viruses, no DNA stage : Luteoviridae : Polerovirus : Beet chlorosis virus
kb|g.8534	6	0	Turnip yellows virus	1	0	5641	1	Viruses	11	49.069313951427		131083	Viruses : ssRNA positive-strand viruses, no DNA stage : Luteoviridae : Polerovirus : Turnip yellows virus
kb|g.8535	17	1	Streptococcus agalactiae	1	1	17820	3	Bacteria	11	34.6408529741863		1311	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus agalactiae
kb|g.8536	4	0	Cherry mottle leaf virus	1	0	8018	1	Viruses	11	40.8954851583936		131226	Viruses : ssRNA positive-strand viruses, no DNA stage : Tymovirales : Betaflexiviridae : Trichovirus : Cherry mottle leaf virus
kb|g.8537	45	0	Streptococcus pyogenes	1	1	40329	4	Bacteria	11	35.0219445064346		1314	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pyogenes
kb|g.8538	3	0	Bacillus thuringiensis serovar darmstadiensis	1	1	6700	1	Bacteria	11	32.4328358208955		132264	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus thuringiensis serovar darmstadiensis
kb|g.8539	152	0	Yaba-like disease virus	1	0	144575	1	Viruses	11	27.0005187618883		132475	Viruses : dsDNA viruses, no RNA stage : Poxviridae : Chordopoxvirinae : Yatapoxvirus : Yaba-like disease virus
kb|g.854	3245	51	Clavibacter michiganensis subsp. sepedonicus	1	1	3403786	3	Bacteria	11	72.3774350091339		31964.6	Bacteria : Actinobacteria : Actinobacteridae : Actinomycetales : Micrococcineae : Microbacteriaceae : Clavibacter : Clavibacter michiganensis subsp. sepedonicus
kb|g.8540	2	0	Porcine circovirus 1	1	0	1759	1	Viruses	11	48.4934621944287		133704	Viruses : ssDNA viruses : Circoviridae : Circovirus : Porcine circovirus 1
kb|g.8541	1	0	Cotton leaf curl virus-associated DNA beta	1	0	1351	1	Viruses	11	39.7483345669874		134386	Viruses : Satellites : Satellite Nucleic Acids : Single stranded DNA satellites : Begomovirus-associated DNA beta-like sequences : Cotton leaf curl virus-associated DNA beta
kb|g.8542	4	0	American plum line pattern virus	1	0	7830	3	Viruses	11	44.5210727969349		134632	Viruses : ssRNA positive-strand viruses, no DNA stage : Bromoviridae : Ilarvirus : American plum line pattern virus
kb|g.8543	443	0	Enterococcus faecalis	1	1	406775	9	Bacteria	11	36.4282465736587		1351	Bacteria : Firmicutes : Lactobacillales : Enterococcaceae : Enterococcus : Enterococcus faecalis
kb|g.8545	0	1	Tomato bushy stunt virus satellite RNA B1	1	0	822	1	Viruses	11	45.8637469586375		135749	Viruses : Satellites : Satellite Nucleic Acids : Single stranded RNA satellites : Small linear single stranded RNA satellites : Tomato bushy stunt virus satellite RNA B1
kb|g.8546	0	1	Tomato bushy stunt virus satellite RNA B10	1	0	612	1	Viruses	11	45.7516339869281		135750	Viruses : Satellites : Satellite Nucleic Acids : Single stranded RNA satellites : Small linear single stranded RNA satellites : Tomato bushy stunt virus satellite RNA B10
kb|g.8547	66	0	Lactococcus lactis subsp. cremoris	1	1	72586	5	Bacteria	11	34.6306450279668		1359	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Lactococcus : Lactococcus lactis subsp. cremoris
kb|g.8548	34	0	Roseobacter phage SIO1	1	0	39898	1	Viruses	11	46.160208531756		136084	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Podoviridae : Roseobacter phage SIO1
kb|g.8549	4	0	Marinococcus halophilus	1	1	3874	1	Bacteria	11	38.9261744966443		1371	Bacteria : Firmicutes : Bacillales : Bacillaceae : Marinococcus : Marinococcus halophilus
kb|g.855	1955	85	Streptococcus pyogenes MGAS6180	1	1	1897573	1	Bacteria	11	38.3532016950073		319701.6	Bacteria : Firmicutes : Lactobacillales : Streptococcaceae : Streptococcus : Streptococcus pyogenes MGAS6180
kb|g.8550	5	2	Maize necrotic streak virus	1	0	4094	1	Viruses	11	51.1968734733757		137556	Viruses : ssRNA positive-strand viruses, no DNA stage : Tombusviridae : Maize necrotic streak virus
kb|g.8551	4	0	Weissella cibaria	1	1	6973	3	Bacteria	11	37.8890004302309		137591	Bacteria : Firmicutes : Lactobacillales : Weissella : Weissella cibaria
kb|g.8554	1	0	Porcine enterovirus A	1	0	7491	1	Viruses	11	41.0359097583767		138947	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Picornaviridae : Sapelovirus : Porcine sapelovirus
kb|g.8555	1	0	Human enterovirus A	1	0	7413	1	Viruses	11	47.9428031835964		138948	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Picornaviridae : Enterovirus : Human enterovirus A
kb|g.8556	1	1	Human enterovirus B	1	0	7389	1	Viruses	11	47.2323724455271		138949	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Picornaviridae : Enterovirus : Human enterovirus B
kb|g.8557	1	0	Poliovirus	1	0	7440	1	Viruses	11	46.3440860215054		138953	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Picornaviridae : Enterovirus : Human enterovirus C
kb|g.8558	7	0	Bacillus amyloliquefaciens	1	1	8439	1	Bacteria	11	40.3246830193151		1390	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus amyloliquefaciens
kb|g.8559	3	0	Hepatopancreatic parvovirus of penaeid shrimp	1	0	6321	1	Viruses	11	41.6548014554659		139034	Viruses : ssDNA viruses : Parvoviridae : Densovirinae : unclassified Densovirinae : Penaeus merguiensis densovirus
kb|g.856	3169	60	Deinococcus geothermalis DSM 11300	1	1	3247018	3	Bacteria	11	66.4719752092535		319795.16	Bacteria : Deinococcus-Thermus : Deinococci : Deinococcales : Deinococcaceae : Deinococcus : Deinococcus geothermalis DSM 11300
kb|g.8560	226	0	Bacillus anthracis	1	1	277885	2	Bacteria	11	32.7167713262681		1392	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus anthracis
kb|g.8561	9	0	Bacillus coagulans	1	1	6823	1	Bacteria	11	36.9485563535102		1398	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus coagulans
kb|g.8562	21	0	Bacillus licheniformis	1	1	20652	3	Bacteria	11	40.9112918845632		1402	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus licheniformis
kb|g.8563	24	0	Bacillus mycoides	1	1	30769	4	Bacteria	11	31.7072378042835		1405	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus mycoides
kb|g.8564	19	0	Bacillus pumilus	1	1	21452	3	Bacteria	11	36.8124184225247		1408	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus pumilus
kb|g.8565	1	0	Grapevine fanleaf virus satellite RNA	1	0	1114	1	Viruses	11	54.5780969479354		141860	Viruses : Satellites : Satellite Nucleic Acids : Single stranded RNA satellites : Large single stranded RNA satellites : Grapevine fanleaf virus satellite RNA
kb|g.8566	2	0	Taura syndrome virus	1	0	10205	1	Viruses	11	43.2435080842724		142102	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Dicistroviridae : unassigned Dicistroviridae : Taura syndrome virus
kb|g.8567	68	0	Geobacillus stearothermophilus	1	1	64713	2	Bacteria	11	40.1356759847326		1422	Bacteria : Firmicutes : Bacillales : Bacillaceae : Geobacillus : Geobacillus stearothermophilus
kb|g.8568	50	0	Bacillus subtilis	1	1	50255	7	Bacteria	11	38.8040990946174		1423	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus subtilis
kb|g.8569	2	1	Canary circovirus	1	0	1952	1	Viruses	11	51.280737704918		142661	Viruses : ssDNA viruses : Circoviridae : Circovirus : Canary circovirus
kb|g.857	5785	143	Burkholderia pseudomallei 1710a	1	1	7286472	146	Bacteria	11	67.9660609414268		320371.3	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Burkholderiaceae : Burkholderia : pseudomallei group : Burkholderia pseudomallei 1710a
kb|g.8570	128	0	Bacillus thuringiensis serovar israelensis	1	1	133338	2	Bacteria	11	32.5743598974036		1430	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus thuringiensis serovar israelensis
kb|g.8571	5	0	Bacillus thuringiensis serovar thuringiensis	1	1	8254	1	Bacteria	11	32.4327598740005		1432	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus thuringiensis serovar thuringiensis
kb|g.8572	4	0	Bacillus thuringiensis serovar entomocidus	1	1	4671	1	Bacteria	11	32.1986726611004		1436	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus thuringiensis serovar entomocidus
kb|g.8573	13	0	Bacillus thuringiensis serovar tenebrionis	1	1	14841	1	Bacteria	11	31.028906407924		1444	Bacteria : Firmicutes : Bacillales : Bacillaceae : Bacillus : Bacillus cereus group : Bacillus thuringiensis serovar tenebrionis
kb|g.8574	34	1	Methanothermobacter thermautotrophicus	1	1	35172	4	Archaea	11	43.0768793358353		145262	Archaea : Euryarchaeota : Methanobacteria : Methanobacteriales : Methanobacteriaceae : Methanothermobacter : Methanothermobacter thermautotrophicus
kb|g.8576	11	0	Phage phiMH2K	1	0	4594	1	Viruses	11	46.1036134087941		145579	Viruses : ssDNA viruses : Microviridae : Gokushovirinae : Bdellomicrovirus : Bdellovibrio phage phiMH2K
kb|g.8577	3	0	Human picobirnavirus	1	0	4270	2	Viruses	11	46.0187353629977		145856	Viruses : dsRNA viruses : Picobirnaviridae : Picobirnavirus : Human picobirnavirus
kb|g.8578	3	0	Walrus calicivirus	1	0	8289	1	Viruses	11	48.2446615997105		146073	Viruses : ssRNA positive-strand viruses, no DNA stage : Caliciviridae : Walrus calicivirus
kb|g.8579	4	1	Paenibacillus larvae	1	1	5030	1	Bacteria	11	36.7594433399602		1464	Bacteria : Firmicutes : Bacillales : Paenibacillaceae : Paenibacillus : Paenibacillus larvae
kb|g.858	6858	66	Burkholderia pseudomallei 1710a	1	1	7293670	2	Bacteria	11	67.9385275176969		320371.4	Bacteria : Proteobacteria : Betaproteobacteria : Burkholderiales : Burkholderiaceae : Burkholderia : pseudomallei group : Burkholderia pseudomallei 1710a
kb|g.8580	1	0	Watermelon mosaic virus	1	0	10035	1	Viruses	11	41.1659192825112		146500	Viruses : ssRNA positive-strand viruses, no DNA stage : Potyviridae : Potyvirus : Watermelon mosaic virus
kb|g.8581	4	0	Oat chlorotic stunt virus	1	0	4114	1	Viruses	11	50.4861448711716		146762	Viruses : ssRNA positive-strand viruses, no DNA stage : Tombusviridae : Avenavirus : Oat chlorotic stunt virus
kb|g.8582	1	0	Human rhinovirus B	1	0	7212	1	Viruses	11	40.5712701053799		147712	Viruses : ssRNA positive-strand viruses, no DNA stage : Picornavirales : Picornaviridae : Enterovirus : Human rhinovirus B
kb|g.8583	136	0	Helicoverpa armigera nucleopolyhedrovirus G4	1	0	131403	1	Viruses	11	39.0158519972908		148363	Viruses : dsDNA viruses, no RNA stage : Baculoviridae : Alphabaculovirus : Helicoverpa armigera nucleopolyhedrovirus G4
kb|g.8584	18	26	Candida neerlandica	1	0	32141	1	Eukaryota	11	24.3800752932392		148634	Eukaryota : Fungi : Dikarya : Ascomycota : Saccharomycotina : Saccharomycetes : Saccharomycetales : mitosporic Saccharomycetales : Candida : Candida neerlandica
kb|g.8585	5	0	Banana mild mosaic virus	1	0	7352	1	Viruses	11	37.3367791077258		148879	Viruses : ssRNA positive-strand viruses, no DNA stage : Tymovirales : Betaflexiviridae : unassigned Betaflexiviridae : Banana mild mosaic virus
kb|g.8586	146	0	Rhodothermus phage RM378	1	0	129908	1	Viruses	11	42.4939187732857		148943	Viruses : dsDNA viruses, no RNA stage : Caudovirales : Myoviridae : Rhodothermus phage RM378
kb|g.8587	122	0	Clostridium botulinum	1	1	106981	1	Bacteria	11	26.6972640001496		1491	Bacteria : Firmicutes : Clostridia : Clostridiales : Clostridiaceae : Clostridium : Clostridium botulinum
kb|g.8588	9	0	Clostridium butyricum	1	1	8060	1	Bacteria	11	27.4317617866005		1492	Bacteria : Firmicutes : Clostridia : Clostridiales : Clostridiaceae : Clostridium : Clostridium butyricum
